tool,warning description,type,subtype,type,subtype,type,subtype
Parasoft, Do not apply pointer arithmetic to pointer: aiCol, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: aiCols, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: buf0, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: buf1, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: crcs, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: crcsDefined, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: curve_val_2d_1, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: digests2, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: digestsDefined2, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: end, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: epar, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: ew, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: idx, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: ilyrrates, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: invalidAddress, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: kpar, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: kt, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: local_err, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: lpar, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: ltype, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: ltype2, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: mcoef, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: name, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: newet1, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: newet2, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: next, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: next_key, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: offset, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: org_surf, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: pCol, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: pFree, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: par, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: par1, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: par2, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: prev_key, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: rc1, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: rc2, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: record, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: s, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: sbreak, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: scoef, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: scoef1, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: scoef2, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: sknot, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: source, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: spar, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: spar1, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: spar2, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: spar3, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: spar4, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: sparout, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: spt, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: srfr1, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: srfr2, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: ssing, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: ssurf1new, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: ssurf2new, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: ssurf3new, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: trim, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: ts, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: ucurve, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: up, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: wsurf, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: zExtra, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: zFilename, Code Quality, Undefined Behavior,,,,
Parasoft, Do not apply pointer arithmetic to pointer: zTail8, Code Quality, Undefined Behavior,,,,
Parasoft, Do not call virtual functions in constructors and destructors: 'flush', Code Quality, Undefined Behavior,,,,
Parasoft, Do not pass non-const parameters or variables into exec: 'cmd, Code Quality, General,,,,
Parasoft, Do not pass non-const parameters or variables into exec: 'interp, Code Quality, General,,,,
Parasoft, Do not pass non-const parameters or variables into exec: 'tempfile', Code Quality, General,,,,
Parasoft, Do not rely on compiler generated constructor for object 'k' of class 'PtexTriangleKernel', Code Quality, General,,,,
Parasoft, Do not rely on compiler generated constructor for object 'ka' of class 'PtexTriangleKernel', Code Quality, General,,,,
Parasoft, Do not rely on compiler generated constructor for object 'keven' of class 'PtexTriangleKernelIter', Code Quality, General,,,,
Parasoft, Do not rely on compiler generated constructor for object 'kodd' of class 'PtexTriangleKernelIter', Code Quality, General,,,,
Parasoft, Do not rely on compiler generated constructor for object 'kt' of class 'PtexTriangleKernelIter', Code Quality, General,,,,
Parasoft, Do not rely on compiler generated constructor for object 'qs' of class 'MyQueryStrategy2', Code Quality, General,,,,
Parasoft, Do not rely on compiler generated constructor for objects of class 'OverlapEntry', Code Quality, General,,,,
Parasoft, Do not use 'usleep()' function in your code, Code Quality, Obsolete,,,,
Parasoft, Enum type is assigned to variable of 'char' type, Code Quality, General,,,,
Parasoft, Enum type is assigned to variable of 'int' type, Code Quality, General,,,,
Parasoft, Enum type is assigned to variable of 'unsigned char' type, Code Quality, General,,,,
Parasoft, Enum type is assigned to variable of 'unsigned int' type, Code Quality, General,,,,
Parasoft, Enum type is assigned to variable of 'unsigned short' type, Code Quality, General,,,,
Parasoft, Enum type is assigned to variable of other enum type, Code Quality, General,,,,
Parasoft, Enumeration constant 'MIN' has the same value as implicitly specified enumeration constant 'RED', Code Quality, General,,,,
Parasoft, Enumeration constant 'UCNV_LMBCS_LAST' has the same value as implicitly specified enumeration constant 'UCNV_LMBCS_19', Code Quality, General,,,,
Parasoft, Enumeration constant 'U_ERROR_LIMIT' has the same value as implicitly specified enumeration constant 'U_PLUGIN_ERROR_LIMIT', Code Quality, General,,,,
Parasoft, Enumeration constant 'U_JG_HAMZA_ON_HEH_GOAL' has the same value as implicitly specified enumeration constant 'U_JG_TEH_MARBUTA_GOAL', Code Quality, General,,,,
Parasoft, Enumeration constant 'U_MULTIPLE_DECIMAL_SEPERATORS' has the same value as implicitly specified enumeration constant 'U_MULTIPLE_DECIMAL_SEPARATORS', Code Quality, General,,,,
Parasoft, Enumeration constant 'U_STRINGPREP_CHECK_BIDI_ERROR' has the same value as implicitly specified enumeration constant 'U_IDNA_CHECK_BIDI_ERROR', Code Quality, General,,,,
Parasoft, Enumeration constant 'U_STRINGPREP_UNASSIGNED_ERROR' has the same value as implicitly specified enumeration constant 'U_IDNA_UNASSIGNED_ERROR', Code Quality, General,,,,
